# step Etot Epot T p 
1687 -8650.596 -8650.596 0.0 424.3989 
1688 -8650.5964 -8650.5964 0.0 424.3967 
1689 -8650.5963 -8650.5963 0.0 424.3967 
1690 -8650.5964 -8650.5964 0.0 424.3967 
1691 -8644.7817 -8644.7817 0.0 424.8166 
1692 -8651.7096 -8651.7096 0.0 424.6633 
1693 -8651.6418 -8651.6418 0.0 424.7113 
1694 -8651.7093 -8651.7093 0.0 424.6683 
1695 -8651.7096 -8651.7096 0.0 424.664 
1696 -8651.7096 -8651.7096 0.0 424.6635 
1697 -8651.7097 -8651.7097 0.0 424.6633 
1698 -8648.7642 -8648.7642 0.0 423.2645 
1699 -8653.0467 -8653.0467 0.0 424.2894 
1700 -8653.0058 -8653.0058 0.0 424.2072 
1701 -8653.0467 -8653.0467 0.0 424.2813 
1702 -8649.8731 -8649.8731 0.0 424.0314 
1703 -8654.2615 -8654.2615 0.0 424.3152 
1704 -8654.2185 -8654.2185 0.0 424.3075 
1705 -8654.2611 -8654.2611 0.0 424.3147 
1706 -8654.2615 -8654.2615 0.0 424.3151 
1707 -8651.1252 -8651.1252 0.0 422.2343 
1708 -8655.4342 -8655.4342 0.0 423.7278 
1709 -8655.3928 -8655.3928 0.0 423.5996 
1710 -8655.4341 -8655.4341 0.0 423.7151 
1711 -8651.9009 -8651.9009 0.0 423.7971 
1712 -8656.4844 -8656.4844 0.0 423.8618 
1713 -8656.4401 -8656.4401 0.0 423.8779 
1714 -8656.4841 -8656.4841 0.0 423.8636 
1715 -8656.4843 -8656.4843 0.0 423.8622 
1716 -8654.6934 -8654.6934 0.0 425.5746 
1717 -8657.7301 -8657.7301 0.0 424.6324 
1718 -8657.7016 -8657.7016 0.0 424.7408 
1719 -8657.7301 -8657.7301 0.0 424.6433 
1720 -8657.73 -8657.73 0.0 424.6388 
1721 -8657.7301 -8657.7301 0.0 424.6433 
1722 -8655.2887 -8655.2887 0.0 426.1687 
1723 -8658.8302 -8658.8302 0.0 425.286 
1724 -8658.7962 -8658.7962 0.0 425.39 
1725 -8658.8297 -8658.8297 0.0 425.2967 
1726 -8658.8301 -8658.8301 0.0 425.2875 
1727 -8658.8301 -8658.8301 0.0 425.286 
1728 -8657.0433 -8657.0433 0.0 424.8339 
1729 -8660.0138 -8660.0138 0.0 425.1952 
1730 -8659.9853 -8659.9853 0.0 425.1713 
1731 -8660.0139 -8660.0139 0.0 425.1928 
1732 -8660.0138 -8660.0138 0.0 425.1939 
1733 -8660.0139 -8660.0139 0.0 425.1928 
1734 -8658.6913 -8658.6913 0.0 423.9392 
1735 -8661.2272 -8661.2272 0.0 424.7563 
1736 -8661.2031 -8661.2031 0.0 424.6845 
1737 -8661.2269 -8661.2269 0.0 424.7493 
1738 -8661.227 -8661.227 0.0 424.7548 
1739 -8661.2272 -8661.2272 0.0 424.7563 
1740 -8658.6438 -8658.6438 0.0 425.0622 
1741 -8662.264 -8662.264 0.0 424.9476 
1742 -8662.2299 -8662.2299 0.0 424.9728 
1743 -8662.2637 -8662.2637 0.0 424.9503 
1744 -8662.264 -8662.264 0.0 424.9481 
1745 -8662.2641 -8662.2641 0.0 424.9483 
1746 -8657.8586 -8657.8586 0.0 424.8236 
1747 -8663.1027 -8663.1027 0.0 425.0013 
1748 -8663.0521 -8663.0521 0.0 425.0033 
1749 -8663.1023 -8663.1023 0.0 425.0017 
1750 -8663.1028 -8663.1028 0.0 425.0013 
1751 -8662.3149 -8662.3149 0.0 427.1826 
1752 -8664.3919 -8664.3919 0.0 426.0257 
1753 -8664.3708 -8664.3708 0.0 426.1491 
1754 -8664.3918 -8664.3918 0.0 426.0381 
1755 -8664.3919 -8664.3919 0.0 426.0292 
1756 -8664.3919 -8664.3919 0.0 426.0257 
1757 -8663.2623 -8663.2623 0.0 429.5261 
1758 -8665.6311 -8665.6311 0.0 427.5544 
1759 -8665.6092 -8665.6092 0.0 427.7584 
1760 -8665.631 -8665.631 0.0 427.5749 
1761 -8665.6311 -8665.6311 0.0 427.5584 
1762 -8665.6311 -8665.6311 0.0 427.5544 
1763 -8664.2821 -8664.2821 0.0 429.7379 
1764 -8666.8457 -8666.8457 0.0 428.5063 
1765 -8666.8206 -8666.8206 0.0 428.6376 
1766 -8666.8456 -8666.8456 0.0 428.5195 
1767 -8666.8457 -8666.8457 0.0 428.5096 
1768 -8663.9655 -8663.9655 0.0 427.9024 
1769 -8667.8583 -8667.8583 0.0 428.38 
1770 -8667.8198 -8667.8198 0.0 428.3458 
1771 -8667.8581 -8667.8581 0.0 428.3767 
1772 -8667.8583 -8667.8583 0.0 428.3795 
1773 -8664.9102 -8664.9102 0.0 426.8773 
1774 -8668.8397 -8668.8397 0.0 427.9578 
1775 -8668.8019 -8668.8019 0.0 427.8635 
1776 -8668.8398 -8668.8398 0.0 427.9484 
1777 -8668.8398 -8668.8398 0.0 427.9525 
1778 -8668.8398 -8668.8398 0.0 427.9484 
1779 -8666.6412 -8666.6412 0.0 428.4901 
1780 -8669.8694 -8669.8694 0.0 428.2138 
1781 -8669.8371 -8669.8371 0.0 428.2527 
1782 -8669.8691 -8669.8691 0.0 428.2178 
1783 -8669.8691 -8669.8691 0.0 428.2143 
1784 -8667.8548 -8667.8548 0.0 429.0619 
1785 -8670.9307 -8670.9307 0.0 428.5959 
1786 -8670.9007 -8670.9007 0.0 428.6527 
1787 -8670.9304 -8670.9304 0.0 428.6017 
1788 -8670.9307 -8670.9307 0.0 428.5965 
1789 -8670.0484 -8670.0484 0.0 430.4014 
1790 -8672.1348 -8672.1348 0.0 429.4333 
1791 -8672.1143 -8672.1143 0.0 429.5369 
1792 -8672.1349 -8672.1349 0.0 429.4436 
1793 -8672.1348 -8672.1348 0.0 429.4399 
1794 -8672.1349 -8672.1349 0.0 429.4436 
1795 -8670.7785 -8670.7785 0.0 431.142 
1796 -8673.1883 -8673.1883 0.0 430.1797 
1797 -8673.165 -8673.165 0.0 430.2839 
1798 -8673.1883 -8673.1883 0.0 430.1901 
1799 -8673.1884 -8673.1884 0.0 430.1853 
1800 -8673.1883 -8673.1883 0.0 430.1836 
1801 -8673.1884 -8673.1884 0.0 430.1853 
1802 -8672.0533 -8672.0533 0.0 430.4008 
1803 -8674.232 -8674.232 0.0 430.3307 
1804 -8674.2116 -8674.2116 0.0 430.3445 
1805 -8674.2317 -8674.2317 0.0 430.3323 
1806 -8674.232 -8674.232 0.0 430.3309 
1807 -8674.232 -8674.232 0.0 430.3307 
1808 -8672.6451 -8672.6451 0.0 429.703 
1809 -8675.1681 -8675.1681 0.0 430.1478 
1810 -8675.1431 -8675.1431 0.0 430.1116 
1811 -8675.168 -8675.168 0.0 430.1442 
1812 -8675.1681 -8675.1681 0.0 430.1471 
1813 -8675.1681 -8675.1681 0.0 430.1478 
1814 -8674.5498 -8674.5498 0.0 429.9629 
1815 -8676.205 -8676.205 0.0 430.1072 
1816 -8676.1892 -8676.1892 0.0 430.0971 
1817 -8676.205 -8676.205 0.0 430.1062 
1818 -8676.2051 -8676.2051 0.0 430.1066 
1819 -8676.2051 -8676.2051 0.0 430.1068 
1820 -8676.2051 -8676.2051 0.0 430.1068 
1821 -8675.5266 -8675.5266 0.0 432.0139 
1822 -8677.1803 -8677.1803 0.0 430.972 
1823 -8677.1648 -8677.1648 0.0 431.08 
1824 -8677.1802 -8677.1802 0.0 430.9828 
1825 -8677.1804 -8677.1804 0.0 430.9748 
1826 -8677.1804 -8677.1804 0.0 430.9745 
1827 -8677.1804 -8677.1804 0.0 430.9748 
1828 -8676.5718 -8676.5718 0.0 433.5765 
1829 -8678.13 -8678.13 0.0 432.1494 
1830 -8678.1148 -8678.1148 0.0 432.296 
1831 -8678.1299 -8678.1299 0.0 432.1641 
1832 -8678.13 -8678.13 0.0 432.1519 
1833 -8677.7279 -8677.7279 0.0 434.4318 
1834 -8679.0802 -8679.0802 0.0 433.2218 
1835 -8679.0666 -8679.0666 0.0 433.3462 
1836 -8679.0802 -8679.0802 0.0 433.2342 
1837 -8678.4057 -8678.4057 0.0 435.1526 
1838 -8679.9289 -8679.9289 0.0 434.0846 
1839 -8679.9136 -8679.9136 0.0 434.1953 
1840 -8679.9289 -8679.9289 0.0 434.0956 
1841 -8679.929 -8679.929 0.0 434.091 
1842 -8679.929 -8679.929 0.0 434.0893 
1843 -8679.929 -8679.929 0.0 434.0886 
1844 -8679.929 -8679.929 0.0 434.0882 
1845 -8679.929 -8679.929 0.0 434.0878 
1846 -8679.929 -8679.929 0.0 434.0882 
1847 -8679.721 -8679.721 0.0 434.8166 
1848 -8680.8494 -8680.8494 0.0 434.4593 
1849 -8680.8391 -8680.8391 0.0 434.4971 
1850 -8680.8495 -8680.8495 0.0 434.4631 
1851 -8680.8494 -8680.8494 0.0 434.4619 
1852 -8680.8495 -8680.8495 0.0 434.463 
1853 -8680.4746 -8680.4746 0.0 436.0252 
1854 -8681.7064 -8681.7064 0.0 435.1975 
1855 -8681.6935 -8681.6935 0.0 435.2833 
1856 -8681.7062 -8681.7062 0.0 435.2061 
1857 -8681.7065 -8681.7065 0.0 435.1986 
1858 -8681.4519 -8681.4519 0.0 438.2231 
1859 -8682.5809 -8682.5809 0.0 436.6341 
1860 -8682.57 -8682.57 0.0 436.795 
1861 -8682.5807 -8682.5807 0.0 436.6502 
1862 -8682.5809 -8682.5809 0.0 436.6361 
1863 -8682.5809 -8682.5809 0.0 436.6341 
1864 -8681.9342 -8681.9342 0.0 439.6235 
1865 -8683.3744 -8683.3744 0.0 437.9268 
1866 -8683.3611 -8683.3611 0.0 438.0986 
1867 -8683.3744 -8683.3744 0.0 437.944 
1868 -8683.1698 -8683.1698 0.0 441.0305 
1869 -8684.2527 -8684.2527 0.0 439.4188 
1870 -8684.2413 -8684.2413 0.0 439.5817 
1871 -8684.2525 -8684.2525 0.0 439.4351 
1872 -8684.2527 -8684.2527 0.0 439.4207 
1873 -8684.2527 -8684.2527 0.0 439.4188 
1874 -8683.0668 -8683.0668 0.0 441.6397 
1875 -8684.996 -8684.996 0.0 440.2876 
1876 -8684.9781 -8684.9781 0.0 440.4253 
1877 -8684.9957 -8684.9957 0.0 440.3015 
1878 -8684.9959 -8684.9959 0.0 440.2897 
1879 -8684.996 -8684.996 0.0 440.2876 
1880 -8683.9092 -8683.9092 0.0 441.1999 
1881 -8685.8044 -8685.8044 0.0 440.6662 
1882 -8685.7859 -8685.7859 0.0 440.7222 
1883 -8685.8042 -8685.8042 0.0 440.6718 
1884 -8685.8044 -8685.8044 0.0 440.6673 
1885 -8685.8044 -8685.8044 0.0 440.6662 
1886 -8683.96 -8683.96 0.0 441.7464 
1887 -8686.5913 -8686.5913 0.0 441.077 
1888 -8686.5667 -8686.5667 0.0 441.1482 
1889 -8686.5908 -8686.5908 0.0 441.0843 
1890 -8686.5914 -8686.5914 0.0 441.0777 
1891 -8684.5133 -8684.5133 0.0 444.9144 
1892 -8687.4744 -8687.4744 0.0 442.4701 
1893 -8687.4456 -8687.4456 0.0 442.7209 
1894 -8687.4744 -8687.4744 0.0 442.4951 
1895 -8478.4646 -8478.4646 0.0 441.543 
1896 -8687.7338 -8687.7338 0.0 443.2528 
1897 -8688.1985 -8688.1985 0.0 442.9385 
1898 -8657.9714 -8657.9714 0.0 440.7208 
1899 -8689.3543 -8689.3543 0.0 442.7169 
1900 -8689.3436 -8689.3436 0.0 442.7413 
1901 -8689.3544 -8689.3544 0.0 442.7193 
1902 -8689.3544 -8689.3544 0.0 442.7186 
1903 -8689.3544 -8689.3544 0.0 442.7184 
1904 -8689.3544 -8689.3544 0.0 442.7186 
1905 -8678.0679 -8678.0679 0.0 438.272 
1906 -8690.9193 -8690.9193 0.0 441.5922 
1907 -8690.9053 -8690.9053 0.0 441.7054 
1908 -8690.9193 -8690.9193 0.0 441.6035 
1909 -8690.9193 -8690.9193 0.0 441.5969 
1910 -8681.976 -8681.976 0.0 438.4077 
1911 -8692.4466 -8692.4466 0.0 440.7433 
1912 -8692.4331 -8692.4331 0.0 440.8292 
1913 -8692.4466 -8692.4466 0.0 440.7519 
1914 -8684.0186 -8684.0186 0.0 440.9639 
1915 -8693.8858 -8693.8858 0.0 440.8632 
1916 -8693.8726 -8693.8726 0.0 440.8535 
1917 -8693.8859 -8693.8859 0.0 440.8622 
1918 -8693.8857 -8693.8857 0.0 440.8626 
1919 -8693.8859 -8693.8859 0.0 440.8622 
1920 -8684.3358 -8684.3358 0.0 438.263 
1921 -8695.1886 -8695.1886 0.0 440.2663 
1922 -8695.1761 -8695.1761 0.0 440.328 
1923 -8695.1884 -8695.1884 0.0 440.2725 
1924 -8695.1885 -8695.1885 0.0 440.2671 
1925 -8695.1886 -8695.1886 0.0 440.2663 
1926 -8682.1799 -8682.1799 0.0 445.5969 
1927 -8696.2793 -8696.2793 0.0 441.5297 
1928 -8696.2682 -8696.2682 0.0 441.4062 
1929 -8696.2792 -8696.2792 0.0 441.5174 
1930 -8696.2793 -8696.2793 0.0 441.5284 
1931 -8696.2793 -8696.2793 0.0 441.5297 
1932 -8682.1929 -8682.1929 0.0 440.6157 
1933 -8697.3678 -8697.3678 0.0 441.4445 
1934 -8679.7357 -8679.7357 0.0 438.7993 
1935 -8698.4001 -8698.4001 0.0 441.0554 
1936 -8677.6078 -8677.6078 0.0 434.5544 
1937 -8699.4541 -8699.4541 0.0 440.0009 
1938 -8680.4877 -8680.4877 0.0 442.8094 
1939 -8700.4917 -8700.4917 0.0 440.6344 
1940 -8684.3055 -8684.3055 0.0 440.4605 
1941 -8701.4713 -8701.4713 0.0 440.706 
1942 -8686.7854 -8686.7854 0.0 443.9285 
1943 -8702.3706 -8702.3706 0.0 441.4383 
1944 -8690.35 -8690.35 0.0 443.164 
1945 -8703.2369 -8703.2369 0.0 441.8987 
1946 -8693.3754 -8693.3754 0.0 442.5066 
1947 -8704.0746 -8704.0746 0.0 442.1255 
1948 -8695.9899 -8695.9899 0.0 439.9775 
1949 -8704.8883 -8704.8883 0.0 441.7142 
1950 -8699.5377 -8699.5377 0.0 441.6793 
1951 -8705.7707 -8705.7707 0.0 441.7785 
1952 -8702.4195 -8702.4195 0.0 440.7515 
1953 -8706.7215 -8706.7215 0.0 441.5162 
1954 -8703.711 -8703.711 0.0 441.7472 
1955 -8707.6059 -8707.6059 0.0 441.6591 
1956 -8704.387 -8704.387 0.0 444.4129 
1957 -8708.3821 -8708.3821 0.0 442.5719 
1958 -8706.7989 -8706.7989 0.0 442.6514 
1959 -8709.243 -8709.243 0.0 442.6597 
1960 -8708.9567 -8708.9567 0.0 442.6217 
1961 -8710.2581 -8710.2581 0.0 442.6823 
1962 -8710.433 -8710.433 0.0 440.166 
1963 -8702.8497 -8702.8497 0.0 437.3727 
1964 -8711.3125 -8711.3125 0.0 441.4021 
1965 -8710.8668 -8710.8668 0.0 442.0839 
1966 -8712.1677 -8712.1677 0.0 441.7494 
1967 -8712.0215 -8712.0215 0.0 439.8069 
1968 -8713.0204 -8713.0204 0.0 440.8551 
1969 -8713.3304 -8713.3304 0.0 443.9165 
1970 -8707.6386 -8707.6386 0.0 446.7371 
1971 -8713.928 -8713.928 0.0 442.5746 
1972 -8714.5236 -8714.5236 0.0 442.6581 
1973 -8710.0773 -8710.0773 0.0 442.5438 
1974 -8714.8846 -8714.8846 0.0 442.6504 
1975 -8715.509 -8715.509 0.0 442.5209 
1976 -8711.4416 -8711.4416 0.0 442.2053 
1977 -8715.8186 -8715.8186 0.0 442.5908 
1978 -8716.7919 -8716.7919 0.0 441.299 
1979 -8713.9871 -8713.9871 0.0 439.8647 
1980 -8716.8973 -8716.8973 0.0 441.624 
1981 -8717.7045 -8717.7045 0.0 442.1052 
1982 -8714.598 -8714.598 0.0 442.4354 
1983 -8717.8678 -8717.8678 0.0 441.9807 
1984 -8717.866 -8717.866 0.0 441.9939 
1985 -8717.8678 -8717.8678 0.0 441.982 
1986 -8717.8678 -8717.8678 0.0 441.9808 
1987 -8717.8678 -8717.8678 0.0 441.9807 
1988 -8718.7231 -8718.7231 0.0 442.1273 
1989 -8715.9066 -8715.9066 0.0 442.1327 
1990 -8718.8483 -8718.8483 0.0 442.1032 
1991 -8718.8469 -8718.8469 0.0 442.1062 
1992 -8718.8482 -8718.8482 0.0 442.1035 
1993 -8718.8483 -8718.8483 0.0 442.1033 
1994 -8718.8483 -8718.8483 0.0 442.1033 
1995 -8718.8483 -8718.8483 0.0 442.1033 
1996 -8719.484 -8719.484 0.0 443.0315 
1997 -8716.0784 -8716.0784 0.0 443.8177 
1998 -8719.7155 -8719.7155 0.0 442.7314 
1999 -8719.7137 -8719.7137 0.0 442.762 
2000 -8719.7156 -8719.7156 0.0 442.7344 
2001 -8719.7156 -8719.7156 0.0 442.7341 
2002 -8719.7156 -8719.7156 0.0 442.7344 
2003 -8720.3986 -8720.3986 0.0 443.2274 
2004 -8717.1728 -8717.1728 0.0 443.6019 
2005 -8720.599 -8720.599 0.0 443.0822 
2006 -8720.5969 -8720.5969 0.0 443.0975 
2007 -8720.599 -8720.599 0.0 443.0838 
2008 -8721.2073 -8721.2073 0.0 442.783 
2009 -8717.6744 -8717.6744 0.0 442.3733 
2010 -8721.4604 -8721.4604 0.0 442.9025 
2011 -8721.4576 -8721.4576 0.0 442.8914 
2012 -8721.4604 -8721.4604 0.0 442.9014 
2013 -8721.4604 -8721.4604 0.0 442.9022 
2014 -8721.5072 -8721.5072 0.0 442.3225 
2015 -8716.0619 -8716.0619 0.0 441.6028 
2016 -8722.1645 -8722.1645 0.0 442.6265 
2017 -8722.1578 -8722.1578 0.0 442.5979 
2018 -8722.1644 -8722.1644 0.0 442.6237 
2019 -8722.1645 -8722.1645 0.0 442.6262 
2020 -8722.1645 -8722.1645 0.0 442.6265 
2021 -8722.0176 -8722.0176 0.0 443.0252 
2022 -8722.8613 -8722.8613 0.0 442.8362 
2023 -8722.8538 -8722.8538 0.0 442.8567 
2024 -8722.8613 -8722.8613 0.0 442.8383 
2025 -8722.8613 -8722.8613 0.0 442.8365 
2026 -8722.8613 -8722.8613 0.0 442.8362 
2027 -8722.1638 -8722.1638 0.0 443.3185 
2028 -8723.5161 -8723.5161 0.0 443.0586 
2029 -8723.5024 -8723.5024 0.0 443.088 
2030 -8723.5157 -8723.5157 0.0 443.0617 
2031 -8723.516 -8723.516 0.0 443.0589 
2032 -8723.5161 -8723.5161 0.0 443.0586 
2033 -8722.2828 -8722.2828 0.0 442.7291 
2034 -8724.1923 -8724.1923 0.0 442.9682 
2035 -8724.1736 -8724.1736 0.0 442.9491 
2036 -8724.1921 -8724.1921 0.0 442.9663 
2037 -8724.1923 -8724.1923 0.0 442.9679 
2038 -8724.1923 -8724.1923 0.0 442.9682 
2039 -8721.4407 -8721.4407 0.0 444.8552 
2040 -8724.8429 -8724.8429 0.0 443.5877 
2041 -8724.8096 -8724.8096 0.0 443.7235 
2042 -8724.8426 -8724.8426 0.0 443.6014 
2043 -8724.8429 -8724.8429 0.0 443.5894 
2044 -8721.1331 -8721.1331 0.0 444.6266 
2045 -8725.5822 -8725.5822 0.0 443.9419 
2046 -8725.5397 -8725.5397 0.0 444.0215 
2047 -8725.5821 -8725.5821 0.0 443.9499 
2048 -8725.5821 -8725.5821 0.0 443.9452 
2049 -8725.5822 -8725.5822 0.0 443.9426 
2050 -8725.5822 -8725.5822 0.0 443.9429 
2051 -8725.5821 -8725.5821 0.0 443.9431 
2052 -8725.5822 -8725.5822 0.0 443.9429 
2053 -8721.8265 -8721.8265 0.0 445.5703 
2054 -8726.3253 -8726.3253 0.0 444.4673 
2055 -8726.2809 -8726.2809 0.0 444.59 
2056 -8726.3249 -8726.3249 0.0 444.4798 
2057 -8726.3253 -8726.3253 0.0 444.4687 
2058 -8726.3253 -8726.3253 0.0 444.4673 
2059 -8722.8782 -8722.8782 0.0 443.9871 
2060 -8727.0578 -8727.0578 0.0 444.3794 
2061 -8727.0169 -8727.0169 0.0 444.3516 
2062 -8727.0576 -8727.0576 0.0 444.3767 
2063 -8727.0578 -8727.0578 0.0 444.379 
2064 -8723.9312 -8723.9312 0.0 443.8113 
2065 -8727.7811 -8727.7811 0.0 444.2618 
2066 -8727.743 -8727.743 0.0 444.2282 
2067 -8727.7809 -8727.7809 0.0 444.2585 
2068 -8727.7811 -8727.7811 0.0 444.2613 
2069 -8725.0274 -8725.0274 0.0 442.7408 
2070 -8728.5162 -8728.5162 0.0 443.8411 
2071 -8728.4825 -8728.4825 0.0 443.7421 
2072 -8728.5158 -8728.5158 0.0 443.8314 
2073 -8728.5163 -8728.5163 0.0 443.8401 
2074 -8726.0151 -8726.0151 0.0 444.9576 
2075 -8729.2609 -8729.2609 0.0 444.2577 
2076 -8729.2292 -8729.2292 0.0 444.3382 
2077 -8729.2603 -8729.2603 0.0 444.2661 
2078 -8729.2609 -8729.2609 0.0 444.2586 
2079 -8726.8568 -8726.8568 0.0 446.3678 
2080 -8730.0066 -8730.0066 0.0 445.0004 
2081 -8729.9757 -8729.9757 0.0 445.147 
2082 -8730.0066 -8730.0066 0.0 445.0151 
2083 -8728.1344 -8728.1344 0.0 444.6366 
2084 -8730.7939 -8730.7939 0.0 444.9315 
2085 -8730.7671 -8730.7671 0.0 444.9106 
2086 -8730.7935 -8730.7935 0.0 444.9296 
2087 -8730.794 -8730.794 0.0 444.9313 
2088 -8728.6899 -8728.6899 0.0 443.5761 
2089 -8731.552 -8731.552 0.0 444.5267 
2090 -8731.5241 -8731.5241 0.0 444.4412 
2091 -8731.5518 -8731.5518 0.0 444.5182 
2092 -8731.552 -8731.552 0.0 444.5256 
2093 -8729.2226 -8729.2226 0.0 444.0587 
2094 -8732.254 -8732.254 0.0 444.4281 
2095 -8732.2244 -8732.2244 0.0 444.4012 
2096 -8732.2538 -8732.2538 0.0 444.4255 
2097 -8732.2541 -8732.2541 0.0 444.4278 
2098 -8729.0848 -8729.0848 0.0 444.6256 
2099 -8732.8515 -8732.8515 0.0 444.5382 
2100 -8732.8144 -8732.8144 0.0 444.5593 
2101 -8732.8511 -8732.8511 0.0 444.5405 
2102 -8732.8515 -8732.8515 0.0 444.5384 
2103 -8731.0459 -8731.0459 0.0 444.9962 
2104 -8733.5528 -8733.5528 0.0 444.7407 
2105 -8733.5281 -8733.5281 0.0 444.7737 
2106 -8733.5522 -8733.5522 0.0 444.7443 
2107 -8733.5525 -8733.5525 0.0 444.7412 
2108 -8733.5528 -8733.5528 0.0 444.7407 
2109 -8732.4444 -8732.4444 0.0 444.4023 
2110 -8734.3262 -8734.3262 0.0 444.6452 
2111 -8734.3082 -8734.3082 0.0 444.6258 
2112 -8734.326 -8734.326 0.0 444.6434 
2113 -8734.3262 -8734.3262 0.0 444.645 
2114 -8734.3262 -8734.3262 0.0 444.6452 
2115 -8732.7538 -8732.7538 0.0 444.9547 
2116 -8735.0133 -8735.0133 0.0 444.7962 
2117 -8734.9915 -8734.9915 0.0 444.8187 
2118 -8735.0132 -8735.0132 0.0 444.7985 
2119 -8735.0133 -8735.0133 0.0 444.7967 
2120 -8732.7998 -8732.7998 0.0 444.2495 
2121 -8735.6084 -8735.6084 0.0 444.6737 
2122 -8735.5819 -8735.5819 0.0 444.6403 
2123 -8735.6083 -8735.6083 0.0 444.6704 
2124 -8735.6084 -8735.6084 0.0 444.6732 
2125 -8733.8577 -8733.8577 0.0 444.6376 
2126 -8736.2403 -8736.2403 0.0 444.7093 
2127 -8736.2176 -8736.2176 0.0 444.7103 
2128 -8736.2404 -8736.2404 0.0 444.7094 
2129 -8736.2403 -8736.2403 0.0 444.7094 
2130 -8736.2404 -8736.2404 0.0 444.7094 
2131 -8735.421 -8735.421 0.0 446.113 
2132 -8736.9747 -8736.9747 0.0 445.323 
2133 -8736.9595 -8736.9595 0.0 445.4075 
2134 -8736.9748 -8736.9748 0.0 445.3315 
2135 -8736.9747 -8736.9747 0.0 445.3277 
2136 -8736.9748 -8736.9748 0.0 445.3314 
2137 -8735.8345 -8735.8345 0.0 443.8704 
2138 -8737.6569 -8737.6569 0.0 444.822 
2139 -8737.6402 -8737.6402 0.0 444.7328 
2140 -8737.6565 -8737.6565 0.0 444.8133 
2141 -8737.6569 -8737.6569 0.0 444.8211 
2142 -8737.6569 -8737.6569 0.0 444.822 
2143 -8736.2846 -8736.2846 0.0 445.3754 
2144 -8738.321 -8738.321 0.0 445.071 
2145 -8738.3009 -8738.3009 0.0 445.109 
2146 -8738.3211 -8738.3211 0.0 445.0747 
2147 -8738.3211 -8738.3211 0.0 445.0732 
2148 -8738.3211 -8738.3211 0.0 445.0747 
2149 -8736.7126 -8736.7126 0.0 443.9762 
2150 -8738.9412 -8738.9412 0.0 444.7478 
2151 -8738.9201 -8738.9201 0.0 444.6791 
2152 -8738.9408 -8738.9408 0.0 444.7412 
2153 -8738.9413 -8738.9413 0.0 444.7471 
2154 -8738.9411 -8738.9411 0.0 444.7465 
2155 -8736.7128 -8736.7128 0.0 443.8995 
2156 -8739.5154 -8739.5154 0.0 444.5377 
2157 -8739.4886 -8739.4886 0.0 444.4845 
2158 -8739.515 -8739.515 0.0 444.5326 
2159 -8739.5154 -8739.5154 0.0 444.5372 
2160 -8739.5154 -8739.5154 0.0 444.5378 
2161 -8737.7113 -8737.7113 0.0 444.0472 
2162 -8740.1464 -8740.1464 0.0 444.4277 
2163 -8740.1227 -8740.1227 0.0 444.3993 
2164 -8740.146 -8740.146 0.0 444.425 
2165 -8740.1464 -8740.1464 0.0 444.4274 
2166 -8738.4224 -8738.4224 0.0 441.7454 
2167 -8740.7926 -8740.7926 0.0 443.5629 
2168 -8740.7689 -8740.7689 0.0 443.3908 
2169 -8740.7924 -8740.7924 0.0 443.5458 
2170 -8740.7926 -8740.7926 0.0 443.5603 
2171 -8740.7926 -8740.7926 0.0 443.5588 
2172 -8739.8408 -8739.8408 0.0 446.6274 
2173 -8741.5554 -8741.5554 0.0 444.8359 
2174 -8741.5391 -8741.5391 0.0 445.0215 
2175 -8741.5552 -8741.5552 0.0 444.8545 
2176 -8741.5552 -8741.5552 0.0 444.8392 
2177 -8741.5554 -8741.5554 0.0 444.8359 
2178 -8740.278 -8740.278 0.0 444.5937 
2179 -8742.2568 -8742.2568 0.0 444.7971 
2180 -8742.2389 -8742.2389 0.0 444.784 
2181 -8742.2569 -8742.2569 0.0 444.7958 
2182 -8742.2569 -8742.2569 0.0 444.7964 
2183 -8742.2569 -8742.2569 0.0 444.7958 
2184 -8740.8462 -8740.8462 0.0 444.9661 
2185 -8742.8947 -8742.8947 0.0 444.9092 
2186 -8742.8751 -8742.8751 0.0 444.9233 
2187 -8742.8947 -8742.8947 0.0 444.9106 
2188 -8742.8947 -8742.8947 0.0 444.9097 
2189 -8742.8947 -8742.8947 0.0 444.9093 
2190 -8742.8947 -8742.8947 0.0 444.9094 
2191 -8742.8947 -8742.8947 0.0 444.9093 
2192 -8741.9184 -8741.9184 0.0 446.1094 
2193 -8743.5843 -8743.5843 0.0 445.4288 
2194 -8743.5693 -8743.5693 0.0 445.5033 
2195 -8743.5843 -8743.5843 0.0 445.4363 
2196 -8743.5843 -8743.5843 0.0 445.4313 
2197 -8742.8443 -8742.8443 0.0 445.3044 
2198 -8744.3011 -8744.3011 0.0 445.4253 
2199 -8744.2874 -8744.2874 0.0 445.419 
2200 -8744.3008 -8744.3008 0.0 445.4249 
2201 -8744.3012 -8744.3012 0.0 445.4253 
2202 -8744.3012 -8744.3012 0.0 445.4252 
2203 -8744.3012 -8744.3012 0.0 445.4253 
2204 -8743.8272 -8743.8272 0.0 445.8383 
2205 -8745.0691 -8745.0691 0.0 445.6512 
2206 -8745.057 -8745.057 0.0 445.675 
2207 -8745.0687 -8745.0687 0.0 445.6538 
2208 -8745.0691 -8745.0691 0.0 445.6515 
2209 -8745.0691 -8745.0691 0.0 445.6516 
