# step Etot Epot T p 
2541 -8797.6489 -8797.6489 0.0 451.9275 
2542 -8797.6557 -8797.6557 0.0 451.8575 
2543 -8797.6557 -8797.6557 0.0 451.8546 
2544 -8797.6557 -8797.6557 0.0 451.854 
2545 -8797.6557 -8797.6557 0.0 451.8546 
2546 -8797.6321 -8797.6321 0.0 453.092 
2547 -8798.3059 -8798.3059 0.0 452.4702 
2548 -8798.2999 -8798.2999 0.0 452.5323 
2549 -8798.3058 -8798.3058 0.0 452.4765 
2550 -8798.3059 -8798.3059 0.0 452.471 
2551 -8798.3059 -8798.3059 0.0 452.4716 
2552 -8798.3059 -8798.3059 0.0 452.471 
2553 -8798.0279 -8798.0279 0.0 450.7377 
2554 -8798.8926 -8798.8926 0.0 451.6944 
2555 -8798.8846 -8798.8846 0.0 451.5991 
2556 -8798.8924 -8798.8924 0.0 451.6849 
2557 -8798.8926 -8798.8926 0.0 451.6931 
2558 -8798.8926 -8798.8926 0.0 451.6922 
2559 -8798.8926 -8798.8926 0.0 451.6931 
2560 -8798.4477 -8798.4477 0.0 451.5454 
2561 -8799.441 -8799.441 0.0 451.6446 
2562 -8799.4317 -8799.4317 0.0 451.6361 
2563 -8799.4412 -8799.4412 0.0 451.6436 
2564 -8799.4413 -8799.4413 0.0 451.6437 
2565 -8799.4413 -8799.4413 0.0 451.6438 
2566 -8799.4413 -8799.4413 0.0 451.6437 
2567 -8799.3446 -8799.3446 0.0 451.5843 
2568 -8800.0593 -8800.0593 0.0 451.6312 
2569 -8800.0524 -8800.0524 0.0 451.628 
2570 -8800.0593 -8800.0593 0.0 451.6308 
2571 -8800.0592 -8800.0592 0.0 451.631 
2572 -8800.0593 -8800.0593 0.0 451.6308 
2573 -8800.4336 -8800.4336 0.0 452.1751 
2574 -8796.3152 -8796.3152 0.0 452.5904 
2575 -8800.819 -8800.819 0.0 451.9662 
2576 -8800.8151 -8800.8151 0.0 451.9882 
2577 -8800.8191 -8800.8191 0.0 451.9683 
2578 -8800.819 -8800.819 0.0 451.9682 
2579 -8800.8191 -8800.8191 0.0 451.9683 
2580 -8801.0819 -8801.0819 0.0 452.9257 
2581 -8796.5301 -8796.5301 0.0 453.714 
2582 -8801.5559 -8801.5559 0.0 452.5229 
2583 -8801.5516 -8801.5516 0.0 452.5647 
2584 -8801.5561 -8801.5561 0.0 452.527 
2585 -8801.556 -8801.556 0.0 452.5307 
2586 -8801.556 -8801.556 0.0 452.5277 
2587 -8801.8741 -8801.8741 0.0 452.7133 
2588 -8797.6985 -8797.6985 0.0 452.7377 
2589 -8802.2867 -8802.2867 0.0 452.6552 
2590 -8802.2822 -8802.2822 0.0 452.6627 
2591 -8802.2865 -8802.2865 0.0 452.656 
2592 -8802.2867 -8802.2867 0.0 452.6552 
2593 -8802.918 -8802.918 0.0 452.8189 
2594 -8799.8393 -8799.8393 0.0 452.8648 
2595 -8803.1195 -8803.1195 0.0 452.7802 
2596 -8803.1174 -8803.1174 0.0 452.7848 
2597 -8803.1196 -8803.1196 0.0 452.7806 
2598 -8803.1195 -8803.1195 0.0 452.781 
2599 -8803.1196 -8803.1196 0.0 452.7807 
2600 -8803.1196 -8803.1196 0.0 452.7806 
2601 -8803.6058 -8803.6058 0.0 452.2589 
2602 -8800.367 -8800.367 0.0 451.6169 
2603 -8803.8614 -8803.8614 0.0 452.4652 
2604 -8803.859 -8803.859 0.0 452.4453 
2605 -8803.8614 -8803.8614 0.0 452.4632 
2606 -8804.1631 -8804.1631 0.0 452.8545 
2607 -8800.6257 -8800.6257 0.0 453.0999 
2608 -8804.5006 -8804.5006 0.0 452.709 
2609 -8804.4974 -8804.4974 0.0 452.7248 
2610 -8804.5005 -8804.5005 0.0 452.7107 
2611 -8804.5006 -8804.5006 0.0 452.7092 
2612 -8804.5006 -8804.5006 0.0 452.7093 
2613 -8804.5006 -8804.5006 0.0 452.7092 
2614 -8804.9285 -8804.9285 0.0 452.7356 
2615 -8801.941 -8801.941 0.0 452.6281 
2616 -8805.164 -8805.164 0.0 452.7428 
2617 -8805.1621 -8805.1621 0.0 452.7429 
2618 -8805.164 -8805.164 0.0 452.7428 
2619 -8805.8133 -8805.8133 0.0 452.0781 
2620 -8803.7143 -8803.7143 0.0 451.3094 
2621 -8805.9064 -8805.9064 0.0 452.2631 
2622 -8805.9057 -8805.9057 0.0 452.2448 
2623 -8805.9065 -8805.9065 0.0 452.2612 
2624 -8805.9065 -8805.9065 0.0 452.2614 
2625 -8805.9065 -8805.9065 0.0 452.2612 
2626 -8806.4395 -8806.4395 0.0 453.0169 
2627 -8804.1076 -8804.1076 0.0 453.6687 
2628 -8806.5772 -8806.5772 0.0 452.7922 
2629 -8806.5765 -8806.5765 0.0 452.8149 
2630 -8806.5773 -8806.5773 0.0 452.7945 
2631 -8806.5772 -8806.5772 0.0 452.7943 
2632 -8806.5773 -8806.5773 0.0 452.7945 
2633 -8806.9509 -8806.9509 0.0 453.8085 
2634 -8804.2312 -8804.2312 0.0 454.7099 
2635 -8807.1716 -8807.1716 0.0 453.4375 
2636 -8807.1694 -8807.1694 0.0 453.4753 
2637 -8807.1716 -8807.1716 0.0 453.4413 
2638 -8807.1716 -8807.1716 0.0 453.4402 
2639 -8807.1716 -8807.1716 0.0 453.4399 
2640 -8807.1715 -8807.1715 0.0 453.4396 
2641 -8807.1716 -8807.1716 0.0 453.4398 
2642 -8807.5466 -8807.5466 0.0 453.97 
2643 -8804.8576 -8804.8576 0.0 454.39 
2644 -8807.7624 -8807.7624 0.0 453.7837 
2645 -8807.7611 -8807.7611 0.0 453.8028 
2646 -8807.7623 -8807.7623 0.0 453.7857 
2647 -8807.7624 -8807.7624 0.0 453.7839 
2648 -8807.7624 -8807.7624 0.0 453.7841 
2649 -8807.9727 -8807.9727 0.0 453.7586 
2650 -8804.757 -8804.757 0.0 453.6042 
2651 -8808.3036 -8808.3036 0.0 453.7855 
2652 -8808.3001 -8808.3001 0.0 453.7841 
2653 -8808.3037 -8808.3037 0.0 453.7853 
2654 -8808.3037 -8808.3037 0.0 453.7853 
2655 -8808.3037 -8808.3037 0.0 453.7853 
2656 -8808.3037 -8808.3037 0.0 453.7853 
2657 -8808.2844 -8808.2844 0.0 453.5167 
2658 -8808.787 -8808.787 0.0 453.6725 
2659 -8808.8382 -8808.8382 0.0 453.7237 
2660 -8804.8989 -8804.8989 0.0 453.6102 
2661 -8809.3135 -8809.3135 0.0 453.7203 
2662 -8809.194 -8809.194 0.0 453.3242 
2663 -8809.8271 -8809.8271 0.0 453.556 
2664 -8809.5438 -8809.5438 0.0 454.0923 
2665 -8810.3387 -8810.3387 0.0 453.8233 
2666 -8809.7135 -8809.7135 0.0 455.4601 
2667 -8810.844 -8810.844 0.0 454.5121 
2668 -8809.8166 -8809.8166 0.0 453.7319 
2669 -8811.3515 -8811.3515 0.0 454.2677 
2670 -8811.3369 -8811.3369 0.0 454.2201 
2671 -8811.3512 -8811.3512 0.0 454.2631 
2672 -8811.3515 -8811.3515 0.0 454.2672 
2673 -8809.4234 -8809.4234 0.0 452.3236 
2674 -8811.8369 -8811.8369 0.0 453.7143 
2675 -8811.8139 -8811.8139 0.0 453.5847 
2676 -8811.8367 -8811.8367 0.0 453.7015 
2677 -8811.8369 -8811.8369 0.0 453.7124 
2678 -8811.8369 -8811.8369 0.0 453.7144 
2679 -8810.4126 -8810.4126 0.0 454.1829 
2680 -8812.3411 -8812.3411 0.0 453.9169 
2681 -8812.3231 -8812.3231 0.0 453.951 
2682 -8812.3409 -8812.3409 0.0 453.9204 
2683 -8812.3409 -8812.3409 0.0 453.9176 
2684 -8812.3411 -8812.3411 0.0 453.9169 
2685 -8811.1348 -8811.1348 0.0 455.7429 
2686 -8812.844 -8812.844 0.0 454.5971 
2687 -8812.8279 -8812.8279 0.0 454.718 
2688 -8812.8437 -8812.8437 0.0 454.6093 
2689 -8812.844 -8812.844 0.0 454.5983 
2690 -8812.844 -8812.844 0.0 454.5971 
2691 -8811.8185 -8811.8185 0.0 457.1578 
2692 -8813.3515 -8813.3515 0.0 455.5641 
2693 -8813.3367 -8813.3367 0.0 455.7286 
2694 -8813.3515 -8813.3515 0.0 455.5805 
2695 -8813.3514 -8813.3514 0.0 455.5731 
2696 -8813.3515 -8813.3515 0.0 455.5805 
2697 -8812.304 -8812.304 0.0 457.8923 
2698 -8813.8333 -8813.8333 0.0 456.4417 
2699 -8813.8198 -8813.8198 0.0 456.5912 
2700 -8813.8333 -8813.8333 0.0 456.4567 
2701 -8813.8336 -8813.8336 0.0 456.4497 
2702 -8813.8336 -8813.8336 0.0 456.4489 
2703 -8813.8336 -8813.8336 0.0 456.4482 
2704 -8813.8334 -8813.8334 0.0 456.4476 
2705 -8813.8336 -8813.8336 0.0 456.4482 
2706 -8812.4295 -8812.4295 0.0 457.1684 
2707 -8814.2715 -8814.2715 0.0 456.7159 
2708 -8814.2553 -8814.2553 0.0 456.7663 
2709 -8814.2717 -8814.2717 0.0 456.721 
2710 -8814.2716 -8814.2716 0.0 456.7196 
2711 -8814.2717 -8814.2717 0.0 456.7209 
2712 -8812.7852 -8812.7852 0.0 456.6042 
2713 -8814.6945 -8814.6945 0.0 456.71 
2714 -8814.6785 -8814.6785 0.0 456.7036 
2715 -8814.6945 -8814.6945 0.0 456.7095 
2716 -8813.8408 -8813.8408 0.0 457.2474 
2717 -8815.2052 -8815.2052 0.0 456.923 
2718 -8815.1939 -8815.1939 0.0 456.9566 
2719 -8815.2053 -8815.2053 0.0 456.9264 
2720 -8813.8288 -8813.8288 0.0 459.0975 
2721 -8815.6741 -8815.6741 0.0 457.6563 
2722 -8815.6595 -8815.6595 0.0 457.8004 
2723 -8815.6745 -8815.6745 0.0 457.6706 
2724 -8815.6745 -8815.6745 0.0 457.6692 
2725 -8813.1892 -8813.1892 0.0 461.1553 
2726 -8816.0879 -8816.0879 0.0 458.6299 
2727 -8816.0613 -8816.0613 0.0 458.884 
2728 -8816.0882 -8816.0882 0.0 458.6551 
2729 -8816.0882 -8816.0882 0.0 458.6499 
2730 -8816.0882 -8816.0882 0.0 458.6551 
2731 -8813.8459 -8813.8459 0.0 462.1639 
2732 -8816.5239 -8816.5239 0.0 459.6682 
2733 -8816.4991 -8816.4991 0.0 459.919 
2734 -8816.5238 -8816.5238 0.0 459.6933 
2735 -8816.5239 -8816.5239 0.0 459.6786 
2736 -8816.5241 -8816.5241 0.0 459.68 
2737 -8814.1377 -8814.1377 0.0 462.2533 
2738 -8816.9227 -8816.9227 0.0 460.3986 
2739 -8816.8964 -8816.8964 0.0 460.5872 
2740 -8816.9227 -8816.9227 0.0 460.4175 
2741 -8816.9228 -8816.9228 0.0 460.4056 
2742 -8816.9228 -8816.9228 0.0 460.4044 
2743 -8816.9228 -8816.9228 0.0 460.4039 
2744 -8816.9228 -8816.9228 0.0 460.4044 
2745 -8815.4537 -8815.4537 0.0 461.9884 
2746 -8817.371 -8817.371 0.0 460.9334 
2747 -8817.353 -8817.353 0.0 461.041 
2748 -8817.3714 -8817.3714 0.0 460.944 
2749 -8817.3714 -8817.3714 0.0 460.9415 
2750 -8817.3714 -8817.3714 0.0 460.944 
2751 -8816.5742 -8816.5742 0.0 461.7399 
2752 -8817.8659 -8817.8659 0.0 461.2575 
2753 -8817.8528 -8817.8528 0.0 461.3075 
2754 -8817.8658 -8817.8658 0.0 461.2625 
2755 -8817.8659 -8817.8659 0.0 461.2584 
2756 -8817.8659 -8817.8659 0.0 461.2576 
2757 -8817.0542 -8817.0542 0.0 461.7731 
2758 -8818.3395 -8818.3395 0.0 461.4643 
2759 -8818.3262 -8818.3262 0.0 461.4972 
2760 -8818.3397 -8818.3397 0.0 461.4674 
2761 -8818.3397 -8818.3397 0.0 461.4667 
2762 -8818.3397 -8818.3397 0.0 461.4674 
2763 -8818.0626 -8818.0626 0.0 461.886 
2764 -8818.8689 -8818.8689 0.0 461.6604 
2765 -8818.8609 -8818.8609 0.0 461.6836 
2766 -8818.8689 -8818.8689 0.0 461.6627 
2767 -8818.8689 -8818.8689 0.0 461.662 
2768 -8818.8689 -8818.8689 0.0 461.6627 
2769 -8818.6347 -8818.6347 0.0 461.7102 
2770 -8819.3878 -8819.3878 0.0 461.6898 
2771 -8819.3802 -8819.3802 0.0 461.6926 
2772 -8819.3875 -8819.3875 0.0 461.6902 
2773 -8819.3878 -8819.3878 0.0 461.6898 
2774 -8819.1454 -8819.1454 0.0 461.9753 
2775 -8819.8917 -8819.8917 0.0 461.8263 
2776 -8819.8846 -8819.8846 0.0 461.842 
2777 -8819.8916 -8819.8916 0.0 461.8279 
2778 -8819.8917 -8819.8917 0.0 461.8266 
2779 -8819.8917 -8819.8917 0.0 461.8264 
2780 -8819.8445 -8819.8445 0.0 463.0178 
2781 -8820.4212 -8820.4212 0.0 462.4177 
2782 -8820.4153 -8820.4153 0.0 462.4787 
2783 -8820.4212 -8820.4212 0.0 462.4238 
2784 -8820.2591 -8820.2591 0.0 463.1746 
2785 -8820.9064 -8820.9064 0.0 462.7831 
2786 -8820.9001 -8820.9001 0.0 462.8234 
2787 -8820.9067 -8820.9067 0.0 462.7869 
2788 -8820.9066 -8820.9066 0.0 462.7866 
2789 -8820.9067 -8820.9067 0.0 462.7869 
2790 -8820.8214 -8820.8214 0.0 462.0352 
2791 -8821.4022 -8821.4022 0.0 462.4383 
2792 -8821.3962 -8821.3962 0.0 462.3994 
2793 -8821.4023 -8821.4023 0.0 462.4344 
2794 -8821.4021 -8821.4021 0.0 462.4354 
2795 -8821.4023 -8821.4023 0.0 462.4344 
2796 -8821.2459 -8821.2459 0.0 461.4133 
2797 -8821.8773 -8821.8773 0.0 461.977 
2798 -8821.8709 -8821.8709 0.0 461.9225 
2799 -8821.877 -8821.877 0.0 461.9716 
2800 -8821.8772 -8821.8772 0.0 461.9763 
2801 -8821.8773 -8821.8773 0.0 461.977 
2802 -8821.6053 -8821.6053 0.0 461.8844 
2803 -8822.3379 -8822.3379 0.0 461.9552 
2804 -8822.3313 -8822.3313 0.0 461.9501 
2805 -8822.3378 -8822.3378 0.0 461.9548 
2806 -8822.3379 -8822.3379 0.0 461.9552 
2807 -8822.3379 -8822.3379 0.0 461.9552 
2808 -8822.1639 -8822.1639 0.0 461.9223 
2809 -8822.8281 -8822.8281 0.0 461.9572 
2810 -8822.8207 -8822.8207 0.0 461.9561 
2811 -8822.828 -8822.828 0.0 461.9571 
2812 -8822.8281 -8822.8281 0.0 461.9572 
2813 -8822.8281 -8822.8281 0.0 461.9572 
2814 -8822.5727 -8822.5727 0.0 461.7028 
2815 -8823.3149 -8823.3149 0.0 461.8612 
2816 -8823.3079 -8823.3079 0.0 461.8473 
2817 -8823.3149 -8823.3149 0.0 461.8599 
2818 -8823.3149 -8823.3149 0.0 461.861 
2819 -8823.3149 -8823.3149 0.0 461.8612 
2820 -8822.9356 -8822.9356 0.0 462.0009 
2821 -8823.7649 -8823.7649 0.0 461.9389 
2822 -8823.7571 -8823.7571 0.0 461.9472 
2823 -8823.7646 -8823.7646 0.0 461.9399 
2824 -8823.7649 -8823.7649 0.0 461.939 
2825 -8823.7649 -8823.7649 0.0 461.9389 
2826 -8823.431 -8823.431 0.0 462.1516 
2827 -8824.2119 -8824.2119 0.0 462.0474 
2828 -8824.2038 -8824.2038 0.0 462.0601 
2829 -8824.2116 -8824.2116 0.0 462.0488 
2830 -8824.2119 -8824.2119 0.0 462.0476 
2831 -8824.2119 -8824.2119 0.0 462.0474 
2832 -8823.5597 -8823.5597 0.0 461.742 
2833 -8824.5966 -8824.5966 0.0 461.9516 
2834 -8824.5865 -8824.5865 0.0 461.9335 
2835 -8824.5963 -8824.5963 0.0 461.9499 
2836 -8824.5966 -8824.5966 0.0 461.9514 
2837 -8824.5966 -8824.5966 0.0 461.9516 
2838 -8824.1407 -8824.1407 0.0 461.2347 
2839 -8825.0059 -8825.0059 0.0 461.6767 
2840 -8824.9983 -8824.9983 0.0 461.6343 
2841 -8825.0058 -8825.0058 0.0 461.6725 
2842 -8825.0059 -8825.0059 0.0 461.6761 
2843 -8825.0059 -8825.0059 0.0 461.6767 
2844 -8824.7988 -8824.7988 0.0 461.184 
2845 -8825.4604 -8825.4604 0.0 461.4657 
2846 -8825.4541 -8825.4541 0.0 461.4387 
2847 -8825.4603 -8825.4603 0.0 461.4631 
2848 -8825.4604 -8825.4604 0.0 461.4654 
2849 -8825.4604 -8825.4604 0.0 461.4657 
2850 -8825.2177 -8825.2177 0.0 461.8391 
2851 -8825.9103 -8825.9103 0.0 461.6433 
2852 -8825.9026 -8825.9026 0.0 461.6645 
2853 -8825.9102 -8825.9102 0.0 461.6454 
2854 -8825.9102 -8825.9102 0.0 461.6437 
2855 -8824.8601 -8824.8601 0.0 462.3631 
2856 -8826.2488 -8826.2488 0.0 461.8981 
2857 -8826.2349 -8826.2349 0.0 461.9479 
2858 -8826.2485 -8826.2485 0.0 461.9032 
2859 -8826.2488 -8826.2488 0.0 461.8986 
2860 -8826.2488 -8826.2488 0.0 461.8981 
2861 -8825.7801 -8825.7801 0.0 461.3244 
2862 -8826.6756 -8826.6756 0.0 461.6765 
2863 -8826.6662 -8826.6662 0.0 461.6431 
2864 -8826.6754 -8826.6754 0.0 461.6731 
2865 -8826.6756 -8826.6756 0.0 461.6761 
2866 -8826.6756 -8826.6756 0.0 461.6765 
2867 -8826.0792 -8826.0792 0.0 460.3852 
2868 -8827.0978 -8827.0978 0.0 461.184 
2869 -8827.0884 -8827.0884 0.0 461.1056 
2870 -8827.0977 -8827.0977 0.0 461.1762 
2871 -8827.0978 -8827.0978 0.0 461.1831 
2872 -8826.0288 -8826.0288 0.0 460.7628 
2873 -8827.4812 -8827.4812 0.0 461.0566 
2874 -8827.466 -8827.466 0.0 461.0306 
2875 -8827.4807 -8827.4807 0.0 461.0542 
2876 -8827.4812 -8827.4812 0.0 461.0564 
2877 -8826.6038 -8826.6038 0.0 460.5448 
2878 -8827.9115 -8827.9115 0.0 460.8851 
2879 -8827.8987 -8827.8987 0.0 460.8535 
2880 -8827.9115 -8827.9115 0.0 460.8819 
2881 -8826.49 -8826.49 0.0 459.477 
2882 -8828.3044 -8828.3044 0.0 460.4537 
2883 -8828.2869 -8828.2869 0.0 460.3593 
2884 -8828.3044 -8828.3044 0.0 460.4442 
2885 -8828.3044 -8828.3044 0.0 460.4484 
2886 -8828.3044 -8828.3044 0.0 460.4442 
2887 -8827.192 -8827.192 0.0 459.8912 
2888 -8828.7398 -8828.7398 0.0 460.2679 
2889 -8828.7257 -8828.7257 0.0 460.2323 
2890 -8828.7399 -8828.7399 0.0 460.2644 
2891 -8828.7401 -8828.7401 0.0 460.2659 
2892 -8828.7401 -8828.7401 0.0 460.2661 
2893 -8828.7401 -8828.7401 0.0 460.2659 
2894 -8827.6976 -8827.6976 0.0 460.4344 
2895 -8829.1791 -8829.1791 0.0 460.3384 
2896 -8829.1652 -8829.1652 0.0 460.3501 
2897 -8829.1791 -8829.1791 0.0 460.3396 
2898 -8828.0321 -8828.0321 0.0 459.6711 
2899 -8829.583 -8829.583 0.0 460.1284 
2900 -8829.5683 -8829.5683 0.0 460.0851 
2901 -8829.5826 -8829.5826 0.0 460.1243 
2902 -8829.5831 -8829.5831 0.0 460.128 
2903 -8829.5831 -8829.5831 0.0 460.1276 
2904 -8829.5831 -8829.5831 0.0 460.128 
2905 -8828.5581 -8828.5581 0.0 459.0921 
2906 -8829.9967 -8829.9967 0.0 459.7813 
2907 -8829.9829 -8829.9829 0.0 459.7147 
2908 -8829.9967 -8829.9967 0.0 459.7746 
2909 -8828.8468 -8828.8468 0.0 459.1238 
2910 -8830.3734 -8830.3734 0.0 459.5748 
2911 -8830.3594 -8830.3594 0.0 459.5322 
2912 -8830.3734 -8830.3734 0.0 459.5706 
2913 -8830.3734 -8830.3734 0.0 459.5737 
2914 -8830.3734 -8830.3734 0.0 459.5739 
2915 -8830.3734 -8830.3734 0.0 459.574 
2916 -8830.3735 -8830.3735 0.0 459.5739 
2917 -8829.4987 -8829.4987 0.0 459.1785 
2918 -8830.7801 -8830.7801 0.0 459.4465 
2919 -8830.767 -8830.767 0.0 459.4224 
2920 -8830.7797 -8830.7797 0.0 459.4442 
2921 -8830.7801 -8830.7801 0.0 459.4462 
2922 -8829.954 -8829.954 0.0 459.9549 
2923 -8831.1849 -8831.1849 0.0 459.6458 
2924 -8831.1725 -8831.1725 0.0 459.6791 
2925 -8831.1847 -8831.1847 0.0 459.6492 
2926 -8831.1848 -8831.1848 0.0 459.6461 
2927 -8831.1849 -8831.1849 0.0 459.6458 
2928 -8554.1638 -8554.1638 0.0 457.2465 
2929 -8830.7819 -8830.7819 0.0 460.5291 
2930 -8831.7514 -8831.7514 0.0 460.0593 
2931 -8831.742 -8831.742 0.0 460.1099 
2932 -8831.7511 -8831.7511 0.0 460.0646 
2933 -8831.7514 -8831.7514 0.0 460.0599 
2934 -8831.7514 -8831.7514 0.0 460.0603 
2935 -8831.7514 -8831.7514 0.0 460.0599 
2936 -8791.2223 -8791.2223 0.0 457.6151 
2937 -8832.8727 -8832.8727 0.0 459.8765 
2938 -8817.6781 -8817.6781 0.0 463.7726 
2939 -8834.3683 -8834.3683 0.0 460.8124 
2940 -8821.8924 -8821.8924 0.0 458.4914 
2941 -8835.7579 -8835.7579 0.0 460.2946 
2942 -8822.0395 -8822.0395 0.0 461.6449 
2943 -8836.9605 -8836.9605 0.0 460.6712 
2944 -8821.6826 -8821.6826 0.0 459.4502 
2945 -8838.0417 -8838.0417 0.0 460.5155 
2946 -8821.8272 -8821.8272 0.0 461.8743 
2947 -8838.9673 -8838.9673 0.0 460.8742 
2948 -8821.9943 -8821.9943 0.0 459.7256 
2949 -8839.7719 -8839.7719 0.0 460.7652 
2950 -8822.4067 -8822.4067 0.0 464.8101 
2951 -8840.4911 -8840.4911 0.0 461.5212 
2952 -8823.7968 -8823.7968 0.0 460.7069 
2953 -8841.186 -8841.186 0.0 461.4611 
2954 -8841.0125 -8841.0125 0.0 461.42 
2955 -8841.1845 -8841.1845 0.0 461.4572 
2956 -8841.186 -8841.186 0.0 461.4607 
2957 -8841.186 -8841.186 0.0 461.4608 
2958 -8841.186 -8841.186 0.0 461.4607 
2959 -8817.2677 -8817.2677 0.0 458.7332 
2960 -8841.7 -8841.7 0.0 461.2056 
2961 -8841.4567 -8841.4567 0.0 461.0147 
2962 -8841.6977 -8841.6977 0.0 461.1871 
2963 -8841.7 -8841.7 0.0 461.2037 
2964 -8841.7 -8841.7 0.0 461.2053 
2965 -8820.1999 -8820.1999 0.0 458.7654 
2966 -8842.2409 -8842.2409 0.0 460.955 
2967 -8842.0205 -8842.0205 0.0 460.7826 
2968 -8842.2388 -8842.2388 0.0 460.9381 
2969 -8842.2408 -8842.2408 0.0 460.9533 
2970 -8842.2409 -8842.2409 0.0 460.9548 
2971 -8823.8639 -8823.8639 0.0 462.2332 
2972 -8842.7639 -8842.7639 0.0 461.2073 
2973 -8842.5762 -8842.5762 0.0 461.3467 
2974 -8842.7626 -8842.7626 0.0 461.2214 
2975 -8842.7639 -8842.7639 0.0 461.2087 
2976 -8824.2289 -8824.2289 0.0 459.9236 
2977 -8843.2052 -8843.2052 0.0 461.1093 
2978 -8843.0167 -8843.0167 0.0 461.032 
2979 -8843.2032 -8843.2032 0.0 461.1021 
2980 -8843.2052 -8843.2052 0.0 461.1085 
2981 -8843.2052 -8843.2052 0.0 461.1088 
2982 -8828.8072 -8828.8072 0.0 464.2845 
2983 -8843.6641 -8843.6641 0.0 461.6446 
2984 -8829.0922 -8829.0922 0.0 464.6542 
2985 -8844.0796 -8844.0796 0.0 462.1387 
2986 -8832.2815 -8832.2815 0.0 459.557 
2987 -8844.531 -8844.531 0.0 461.7854 
2988 -8844.4086 -8844.4086 0.0 461.592 
2989 -8844.5301 -8844.5301 0.0 461.7662 
2990 -8844.5311 -8844.5311 0.0 461.7835 
2991 -8844.531 -8844.531 0.0 461.7838 
2992 -8844.5311 -8844.5311 0.0 461.7835 
2993 -8833.3969 -8833.3969 0.0 461.701 
2994 -8844.9834 -8844.9834 0.0 461.837 
2995 -8834.0041 -8834.0041 0.0 463.6833 
2996 -8845.4153 -8845.4153 0.0 462.2104 
2997 -8836.7701 -8836.7701 0.0 463.8094 
2998 -8845.8837 -8845.8837 0.0 462.572 
2999 -8838.0927 -8838.0927 0.0 460.1485 
3000 -8846.3493 -8846.3493 0.0 462.1674 
3001 -8839.1968 -8839.1968 0.0 462.722 
3002 -8846.8125 -8846.8125 0.0 462.3331 
3003 -8838.8431 -8838.8431 0.0 464.2913 
3004 -8847.2249 -8847.2249 0.0 462.7457 
3005 -8840.1078 -8840.1078 0.0 461.0817 
3006 -8847.6566 -8847.6566 0.0 462.4785 
3007 -8840.3856 -8840.3856 0.0 463.6701 
3008 -8848.0721 -8848.0721 0.0 462.7597 
3009 -8839.4819 -8839.4819 0.0 460.003 
3010 -8848.4419 -8848.4419 0.0 462.3548 
3011 -8848.3531 -8848.3531 0.0 462.1462 
3012 -8848.4409 -8848.4409 0.0 462.3343 
3013 -8848.4419 -8848.4419 0.0 462.3527 
3014 -8838.4493 -8838.4493 0.0 462.1908 
3015 -8848.7736 -8848.7736 0.0 462.3907 
3016 -8838.364 -8838.364 0.0 460.6138 
3017 -8849.103 -8849.103 0.0 462.1936 
3018 -8840.903 -8840.903 0.0 463.0738 
3019 -8849.4862 -8849.4862 0.0 462.4104 
3020 -8842.7914 -8842.7914 0.0 459.8858 
3021 -8849.8828 -8849.8828 0.0 461.9845 
3022 -8843.1798 -8843.1798 0.0 464.0844 
3023 -8850.2473 -8850.2473 0.0 462.4283 
3024 -8844.7615 -8844.7615 0.0 460.7756 
3025 -8850.6318 -8850.6318 0.0 462.1458 
3026 -8850.5737 -8850.5737 0.0 462.0277 
3027 -8850.6313 -8850.6313 0.0 462.1341 
3028 -8850.6318 -8850.6318 0.0 462.1446 
3029 -8850.6318 -8850.6318 0.0 462.1449 
3030 -8850.6318 -8850.6318 0.0 462.1446 
3031 -8844.8423 -8844.8423 0.0 462.2587 
3032 -8850.9744 -8850.9744 0.0 462.2221 
3033 -8850.9131 -8850.9131 0.0 462.2471 
3034 -8850.9738 -8850.9738 0.0 462.2248 
3035 -8850.9744 -8850.9744 0.0 462.2224 
3036 -8850.9744 -8850.9744 0.0 462.2222 
3037 -8850.9744 -8850.9744 0.0 462.2222 
3038 -8846.2893 -8846.2893 0.0 461.7909 
3039 -8851.3309 -8851.3309 0.0 462.1846 
3040 -8851.2811 -8851.2811 0.0 462.1629 
3041 -8851.3303 -8851.3303 0.0 462.1827 
3042 -8851.3309 -8851.3309 0.0 462.1844 
3043 -8851.3309 -8851.3309 0.0 462.1845 
3044 -8851.3309 -8851.3309 0.0 462.1844 
3045 -8846.6711 -8846.6711 0.0 462.1598 
3046 -8851.659 -8851.659 0.0 462.2288 
3047 -8851.6083 -8851.6083 0.0 462.2398 
3048 -8851.6584 -8851.6584 0.0 462.2301 
3049 -8851.6589 -8851.6589 0.0 462.2289 
3050 -8851.659 -8851.659 0.0 462.2288 
3051 -8847.0099 -8847.0099 0.0 459.231 
3052 -8851.9614 -8851.9614 0.0 461.6818 
3053 -8851.9115 -8851.9115 0.0 461.4542 
3054 -8851.961 -8851.961 0.0 461.6591 
3055 -8851.9613 -8851.9613 0.0 461.6795 
3056 -8851.9613 -8851.9613 0.0 461.6816 
3057 -8851.9614 -8851.9614 0.0 461.6818 
3058 -8848.2789 -8848.2789 0.0 463.4832 
3059 -8852.2861 -8852.2861 0.0 462.1261 
3060 -8848.6238 -8848.6238 0.0 462.0631 
3061 -8852.5867 -8852.5867 0.0 462.1582 
3062 -8852.5474 -8852.5474 0.0 462.1635 
3063 -8852.5862 -8852.5862 0.0 462.1589 
